Meteorological Climatological and Geophysical Agency, BMKG
Earthquake Database
===========================================================

File Created: Tue Jun 26 2018 16:30:33 WIB
Earthquake Events = 584 Events
Date Range: 2015-01-01 - 2015-12-31
Latitude: 5.8S - 12S
Longitude: 114.5E - 105E
Magnitude Range: 1 - 9.5 SR
Depth Range: 1 - 1000 Km


EventID: bmg2015aaya
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-01	12:07:10.9	-10.14	113.84	59	4.3	MLv		17.02		1.68	113	1.078		48		South of Java, Indonesia  

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
Date		Time		Latitude	Longitude	Depth	Mag	TypeMag	smaj		smin	az	rms		cPhase	Region
2015-01-09	19:01:15.1	-7.6		106.69	11	3.9	MLv		5.04		0.93	103	0.634		22		Java, Indonesia    

Net	Sta	Phase	Date		Time		dis	Az	Res	Amp		Per	Qual	mb	ML	mB
IA	CBJI	P	2015-01-09	19:01:34.2	0.9	15	1.2	0		0	i	0	4.1	0
IA	DBJI	P	2015-01-09	19:01:35.4	1	3	0.5	0		0	i	0	3.6	0
IA	CISI	P	2015-01-09	19:01:36.0	1.1	88	-0.1	0		0	i	0	4.2	0
IA	LEM	P	2015-01-09	19:01:38.2	1.2	50	0.9	0		0	i	0	3.8	0
IA	CGJI	P	2015-01-09	19:01:40.0	1.4	315	-0.1	0		0	i	0	3.9	0
IA	CMJI	P	2015-01-09	19:01:45.3	1.8	96	-0.1	0		0	i	0	3.7	0
IA	JCJI	P	2015-01-09	19:01:45.9	1.8	61	0.1	0		0	i	0	3.7	0
IA	CBJI	S	2015-01-09	19:01:46.1	0.9	15	0.2	0		0	i	0	4.1	0
IA	DBJI	S	2015-01-09	19:01:48.6	1	3	-0.6	0		0	i	0	3.6	0
IA	CISI	S	2015-01-09	19:01:49.9	1.1	88	-1.5	0		0	i	0	4.2	0
IA	KPJI	P	2015-01-09	19:01:51.9	2.2	83	-0.3	0		0	i	0	3.7	0
IA	SCJI	P	2015-01-09	19:01:55.1	2.5	92	-0.1	0		0	i	0	3.7	0
IA	CTJI	P	2015-01-09	19:01:56.4	2.5	77	0	0		0	i	0	3.3	0
IA	TNGI	P	2015-01-09	19:01:58.5	1.4	358	-0.9	0		0	i	0	0	0
IA	KASI	P	2015-01-09	19:02:02.8	3	313	0.1	0		0	i	0	3.7	0
AU	XMIS	P	2015-01-09	19:02:03.4	3	200	0.1	0		0	i	0	4	0
